               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 115,            0.099457,             0.17317,            0.027364,             0.38099,              0.2828,             0.26344,             0.13251,            0.096488,             0.23743,            0.031981,           0.0071566,           0.0071566,           0.0071566
                 116,            0.099427,             0.17048,            0.027495,             0.38631,             0.27949,             0.26301,             0.13217,            0.096482,             0.23744,            0.031989,           0.0071127,           0.0071127,           0.0071127
                 117,            0.099276,             0.17039,            0.027583,             0.39502,             0.27658,              0.2625,             0.13231,            0.096477,             0.23744,            0.031991,           0.0070686,           0.0070686,           0.0070686
                 118,            0.099073,             0.17164,              0.0273,             0.37472,             0.28489,             0.26289,             0.13259,            0.096467,             0.23737,            0.031976,           0.0070243,           0.0070243,           0.0070243
                 119,            0.099599,             0.16988,            0.027269,             0.35916,              0.2926,             0.26277,             0.13247,            0.096468,             0.23746,            0.031971,           0.0069799,           0.0069799,           0.0069799
                 120,            0.099475,              0.1712,            0.027402,             0.36424,             0.29113,             0.26231,             0.13209,            0.096461,             0.23742,            0.031976,           0.0069353,           0.0069353,           0.0069353
                 121,             0.09996,             0.17346,            0.027352,             0.35804,             0.29598,               0.263,              0.1323,            0.096443,             0.23745,            0.031954,           0.0068906,           0.0068906,           0.0068906
                 122,            0.099365,             0.17173,            0.027287,             0.38388,             0.28363,             0.26278,             0.13195,            0.096433,             0.23734,            0.031951,           0.0068457,           0.0068457,           0.0068457
                 123,            0.099081,             0.17277,            0.027364,             0.39894,             0.27565,             0.26279,             0.13226,            0.096427,             0.23731,            0.031933,           0.0068006,           0.0068006,           0.0068006
                 124,            0.099258,             0.17118,            0.027303,             0.39198,             0.27938,              0.2635,             0.13269,            0.096418,             0.23729,            0.031914,           0.0067555,           0.0067555,           0.0067555
                 125,            0.099486,             0.17018,            0.027379,             0.37346,             0.29154,             0.26508,             0.13309,            0.096411,             0.23731,             0.03191,           0.0067101,           0.0067101,           0.0067101
                 126,            0.099713,             0.17173,            0.027251,             0.37307,             0.29156,             0.26476,             0.13313,             0.09639,             0.23733,            0.031896,           0.0066647,           0.0066647,           0.0066647
                 127,            0.099243,             0.16973,            0.027153,             0.37798,             0.29096,             0.26496,             0.13318,            0.096376,             0.23732,             0.03188,           0.0066191,           0.0066191,           0.0066191
                 128,            0.099252,             0.17194,            0.026994,             0.37752,             0.29132,             0.26498,             0.13358,             0.09637,             0.23728,            0.031865,           0.0065734,           0.0065734,           0.0065734
                 129,            0.099292,             0.17246,            0.027246,             0.38513,             0.28849,             0.26585,             0.13363,            0.096358,              0.2373,            0.031855,           0.0065276,           0.0065276,           0.0065276
                 130,            0.099236,             0.17213,            0.027095,             0.39856,             0.28132,             0.26526,             0.13317,            0.096351,             0.23725,            0.031848,           0.0064816,           0.0064816,           0.0064816
                 131,            0.099625,             0.17205,            0.027305,             0.39708,              0.2821,             0.26628,             0.13364,            0.096348,             0.23726,            0.031843,           0.0064356,           0.0064356,           0.0064356
                 132,            0.099505,              0.1719,            0.027106,             0.37741,             0.29105,             0.26574,             0.13347,            0.096345,             0.23726,            0.031839,           0.0063895,           0.0063895,           0.0063895
                 133,            0.099191,             0.17274,            0.027068,             0.38327,             0.28855,             0.26633,             0.13396,            0.096339,             0.23717,            0.031827,           0.0063432,           0.0063432,           0.0063432
                 134,            0.099133,              0.1717,            0.027172,             0.37348,             0.29411,             0.26636,             0.13396,            0.096334,             0.23721,             0.03182,           0.0062969,           0.0062969,           0.0062969
                 135,            0.099241,             0.17039,            0.027063,             0.37851,             0.29193,             0.26674,             0.13414,            0.096334,              0.2372,            0.031817,           0.0062505,           0.0062505,           0.0062505
                 136,            0.099262,             0.17291,            0.027239,              0.3672,             0.29865,             0.26716,             0.13428,            0.096328,             0.23724,            0.031813,            0.006204,            0.006204,            0.006204
                 137,            0.099173,             0.17025,            0.027115,             0.38013,             0.29235,             0.26748,             0.13428,            0.096323,             0.23726,            0.031812,           0.0061574,           0.0061574,           0.0061574
                 138,            0.098891,             0.17133,            0.027061,             0.37772,             0.29445,             0.26767,             0.13466,            0.096313,             0.23723,            0.031815,           0.0061107,           0.0061107,           0.0061107
                 139,              0.0992,             0.16959,            0.026878,             0.38983,             0.28767,             0.26752,             0.13448,            0.096305,             0.23721,            0.031812,            0.006064,            0.006064,            0.006064
                 140,            0.098793,             0.16997,            0.027141,              0.3929,             0.28645,             0.26785,             0.13462,            0.096297,             0.23727,            0.031812,           0.0060172,           0.0060172,           0.0060172
                 141,            0.098909,             0.17059,            0.026946,             0.38706,             0.28916,             0.26781,             0.13462,            0.096285,             0.23721,            0.031805,           0.0059704,           0.0059704,           0.0059704
                 142,            0.098939,             0.17071,            0.026815,             0.38364,              0.2909,             0.26787,             0.13472,            0.096275,             0.23728,            0.031803,           0.0059235,           0.0059235,           0.0059235
                 143,            0.098599,             0.16909,            0.026911,             0.37436,             0.29721,             0.26831,             0.13512,            0.096265,             0.23724,            0.031805,           0.0058766,           0.0058766,           0.0058766
                 144,            0.099093,             0.17087,            0.026949,             0.40284,             0.28315,             0.26811,             0.13504,            0.096258,             0.23726,            0.031806,           0.0058296,           0.0058296,           0.0058296
                 145,            0.098866,             0.17262,            0.027059,             0.40532,              0.2828,             0.26817,             0.13516,             0.09625,             0.23724,            0.031806,           0.0057826,           0.0057826,           0.0057826
                 146,            0.098632,             0.17038,            0.027131,             0.40857,              0.2812,             0.26798,               0.135,            0.096246,             0.23727,            0.031805,           0.0057355,           0.0057355,           0.0057355
                 147,            0.099108,             0.17182,            0.027085,             0.39878,             0.28461,             0.26726,             0.13495,            0.096242,             0.23729,            0.031803,           0.0056884,           0.0056884,           0.0056884
                 148,            0.098455,             0.16853,            0.026808,             0.40394,             0.28275,              0.2675,               0.135,            0.096238,             0.23732,            0.031798,           0.0056413,           0.0056413,           0.0056413
                 149,             0.09891,             0.17055,            0.026768,             0.40527,             0.28276,             0.26775,             0.13507,            0.096232,             0.23719,             0.03179,           0.0055942,           0.0055942,           0.0055942
                 150,            0.098964,             0.17297,            0.026887,             0.41221,             0.28016,             0.26802,             0.13506,            0.096228,             0.23722,            0.031788,           0.0055471,           0.0055471,           0.0055471
                 151,            0.099012,              0.1715,             0.02677,             0.40987,             0.28037,             0.26754,             0.13497,            0.096221,              0.2372,            0.031782,              0.0055,              0.0055,              0.0055
                 152,            0.098616,             0.16857,            0.026954,             0.38576,             0.29189,             0.26777,             0.13508,            0.096216,             0.23724,            0.031777,           0.0054529,           0.0054529,           0.0054529
                 153,            0.098681,             0.17044,            0.026923,             0.41778,             0.27801,             0.26807,             0.13531,            0.096212,             0.23722,            0.031778,           0.0054058,           0.0054058,           0.0054058
                 154,            0.099032,              0.1727,            0.026906,             0.41605,             0.27887,             0.26848,             0.13524,            0.096206,             0.23717,            0.031775,           0.0053587,           0.0053587,           0.0053587
